Name,Size,Type,Align.,AC,HP,Speeds,STR,DEX,CON,INT,WIS,CHA,Sav. throws,Skills,Weaknesses,Resistances,Damage Immunities,Condition Immunities,Senses,Languages,CR,Features,Source
Nereid,Medium,fey,ANY CHAOTIC,13,44,"30 ft., swim 60 ft.",10,17,12,13,14,16,,"Acrobatics, Nature, Stealth, Survival",,,,,Darkvision 60,"Aquan, Common, Elvish, Sylvan",2,"Amphibious, Aquatic Invisibility, Mantle Dependent, Shape Water, Speak with Animals",Tales from the Yawning Portal
Nightmare,Large,fiend,neutral evil,13,68,"60 ft., fly 90 ft.",18,15,16,10,13,15,,,,,fire,,,"Abyssal, Common, Infernal",3,"Confer Fire Resistance, Illumination",Monster Manual
Nightwalker,Huge,undead,chotic evil,14,297,"40 ft., fly 40 ft.",22,19,24,6,9,8,Con,,,"acid, cold, fire, lightning, thunder, nonmagical","necrotic, poison","charmed, exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained",Darkvision 120,,20,"Annihilating Aura, Life Eater",Mordenkainen's Tome of Foes
Nilbog,Small,humanoid (goblinoid),chotic evil,13,7,30 ft.,8,14,10,10,8,15,,Stealth,,,,,Darkvision 60,"COmmon, Goblin",1,"Innate Spellcasting, Nilbogism, Nimble Escape",Volo's Guide to Monsters
Nothic,Medium,aberration,neutral evil,15,45,30 ft.,14,16,16,13,10,8,,"Arcana, Insight, Perception, Stealth",,,,,Truesight 120,Undercommon,2,Keen Sight,Monster Manual
"NPC, Abjurer",Medium,humanoid (any race),ANY,12,84,30 ft.,9,14,14,18,12,11,"Int, Wis","Arcana, History",,,,,,Any,9,"Normal Spellcasting, Arcane Ward",Volo's Guide to Monsters
"NPC, Acolyte",Medium,humanoid,ANY,10,9,30 ft.,10,10,10,10,14,11,,"Medicine, Religion",,,,,,Any,4-Jan,Normal Spellcasting,Monster Manual
"NPC, Apprentice Wizard",Medium,humanoid (any race),ANY,10,9,30 ft.,10,10,10,14,10,11,,"Arcana, History",,,,,,Any,4-Jan,Normal Spellcasting,Volo's Guide to Monsters
"NPC, Archdruid",Medium,humanoid (any race),ANY,16,132,30 ft.,10,14,12,12,20,11,"Int, Wis","Medicine, Nature, Perception",,,,,,"Druidic, Any",12,Normal Spellcasting,Volo's Guide to Monsters
"NPC, Archer",Medium,humanoid (any race),ANY,16,75,30 ft.,11,18,16,11,13,10,,"Acrobatics, Perception, Stealth",,,,,,Any,3,Archer's Eye,Volo's Guide to Monsters
"NPC, Archmage",Medium,humanoid,ANY,12,99,30 ft.,10,14,12,20,15,16,"Int, Wis","Arcana, History",,"spell, nonmagical",,,,Any,12,"Magic Resistance, Normal Spellcasting",Monster Manual
"NPC, Assassin",Medium,humanoid,NOT GOOD,15,78,30 ft.,11,16,14,13,11,10,"Dex, Int","Acrobatics, Deception, Perception, Stealth",,poison,,,,"Thieves' Cant, Any",8,"Assassinate, Evasion, Sneak Attack",Monster Manual
"NPC, Bandit",Medium,humanoid,NOT LAWFUL,12,11,30 ft.,11,12,12,10,10,10,,,,,,,,Any,8-Jan,,Monster Manual
"NPC, Bandit Captain",Medium,humanoid,NOT LAWFUL,15,65,30 ft.,15,16,14,14,11,14,"Str, Dex, Wis","Athletics, Deception",,,,,,Any,2,,Monster Manual
"NPC, Bard",Medium,humanoid (any race),ANY,15,44,30 ft.,11,14,12,10,13,14,"Dex, Wis","Acrobatics, Perception, Performance",,,,,,Any,2,"Normal SPellcasting, Song of Rest, Taunt",Volo's Guide to Monsters
"NPC, Berserker",Medium,humanoid,ANY CHAOTIC,13,67,30 ft.,16,12,17,9,11,9,,,,,,,,Any,2,Reckless,Monster Manual
"NPC, Blackguard",Medium,humanoid (any race),NOT GOOD,18,153,30 ft.,18,11,18,11,14,15,"Wis, Cha","Athletics, Deception, Intimidation",,,,,,Any,8,Normal Spellcasting,Volo's Guide to Monsters
"NPC, Champion",Medium,humanoid (any race),ANY,18,143,30 ft.,20,15,14,10,14,12,"Str, Con","Athletics, Intimidation, Perception",,,,,,Any,9,"Indomitable, Second Wind",Volo's Guide to Monsters
"NPC, Commoner",Medium,humanoid,ANY,10,4,30 ft.,10,10,10,10,10,10,,,,,,,,Any,0,,Monster Manual
"NPC, Conjurer",Medium,humanoid (any race),ANY,12,40,30 ft.,9,14,11,17,12,11,"Int, Wis","Arcana, History",,,,,,Any,6,"Normal Spellcasting, Benign Transportation",Volo's Guide to Monsters
"NPC, Cult Fanatic",Medium,humanoid,NOT GOOD,13,33,30 ft.,11,14,12,10,13,14,,"Deception, Persuasion, Religion",,,,,,Any,2,"Dark Devotion, Normal Spellcasting",Monster Manual
"NPC, Cultist",Medium,humanoid,NOT GOOD,12,9,30 ft.,11,12,10,10,11,10,,"Deception, Religion",,,,,,Any,8-Jan,Dark Devotion,Monster Manual
"NPC, Diviner",Medium,humanoid (any race),ANY,12,67,30 ft.,9,14,11,18,12,11,"Int, Wis","Arcana, History",,,,,,Any,8,"Normal Spellcasting, Portent",Volo's Guide to Monsters
"NPC, Druid",Medium,humanoid,ANY,11,27,30 ft.,10,12,13,12,15,11,,"Medicine, Nature, Perception",,,,,,"Druidic, Any",2,Normal Spellcasting,Monster Manual
"NPC, Enchanter",Medium,humanoid (any race),ANY,12,40,30 ft.,9,14,11,17,12,11,"Int, Wis","Arcana, History",,,,,,Any,5,Normal SPellcasting,Volo's Guide to Monsters
"NPC, Evoker",Medium,humanoid (any race),ANY,12,66,30 ft.,9,14,12,17,12,11,"Int, Wis","Arcana, History",,,,,,Any,9,"Normal Spellcasting, Sculpt Spells",Volo's Guide to Monsters
"NPC, Gladiator",Medium,humanoid,ANY,16,112,30 ft.,18,15,16,10,12,15,"Str, Dex, Con, Int, Wis","Athletics, Intimidation",,,,,,Any,5,"Brave, Brute",Monster Manual
"NPC, Guard",Medium,humanoid,ANY,16,11,30 ft.,13,12,12,10,11,10,,Perception,,,,,,Any,8-Jan,,Monster Manual
"NPC, Illusionist",Medium,humanoid (any race),ANY,12,38,30 ft.,9,14,13,16,11,12,"Int, Wis","Arcana, History",,,,,,Any,3,"Normal Spellcasting, Displacement",Volo's Guide to Monsters
"NPC, Knight",Medium,humanoid,ANY,18,52,30 ft.,16,11,14,11,11,15,"Con, Wis",,,,,,,Any,3,Brave,Monster Manual
"NPC, Kraken Priest",Medium,humanoid (any race),ANY,10,75,"30 ft., swim 30 ft.",12,10,16,10,15,14,,Perception,,,,,,Any,5,"Amphibious, Innate Spellcasting",Volo's Guide to Monsters
"NPC, Mage",Medium,humanoid,ANY,12,40,30 ft.,9,14,11,17,12,11,"Int, Wis","Arcana, History",,,,,,Any,6,Normal Spellcasting,Monster Manual
"NPC, Martial Arts Adept",Medium,humanoid (any race),ANY,16,60,40 ft.,11,17,13,11,16,10,,"Acrobatics, Insight, Stealth",,,,,,Any,3,Unarmored Defense,Volo's Guide to Monsters
"NPC, Master Thief",Medium,humanoid (any race),ANY,16,84,30 ft.,11,18,14,11,11,12,"Dex, Int","Acrobatics, Athletics, Perception, Sleight of Hand, Stealth",,,,,,"Any, Thieves' Cant",5,"Cunning ACtion, Evasion, Sneak Attack",Volo's Guide to Monsters
"NPC, Necromancer",Medium,humanoid (any race),ANY,12,66,30 ft.,9,14,12,17,12,11,"Int, Wis","Arcana, History",,necrotic,,,,Any,9,"Normal Spellcasting, Grim Harvest",Volo's Guide to Monsters
"NPC, Noble",Medium,humanoid,ANY,15,9,30 ft.,11,12,11,12,14,16,,"Deception, Insight, Persuasion",,,,,,Any,8-Jan,,Monster Manual
"NPC, Priest",Medium,humanoid,ANY,13,27,25 ft.,10,10,12,13,16,13,,"Medicine, Persuasion, Religion",,,,,,Any,2,"Divine Eminence, Spellcasting",Monster Manual
"NPC, Scout",Medium,humanoid,ANY,13,16,30 ft.,11,14,12,11,13,11,,"Nature, Perception, Stealth, Survival",,,,,,Any,2-Jan,"Keen Hearing, Keen Sight",Monster Manual
"NPC, Spy",Medium,humanoid,ANY,12,27,30 ft.,10,15,10,12,14,16,,"Deception, Insight, Investigation, Perception, Persuasion, Sleight of Hand, Stealth",,,,,,Any,1,"Cunning Action, Sneak Attack",Monster Manual
"NPC, Swashbuckler",Medium,humanoid (any race),NOT LAWFUL,17,66,30 ft.,12,18,12,14,11,15,,"Acrobatics, Athletics, Persuasion",,,,,,Any,3,"Lightfooted, Suave Defense",Volo's Guide to Monsters
"NPC, Thug",Medium,humanoid,NOT GOOD,11,32,30 ft.,15,11,14,10,10,11,,Intimidation,,,,,,Any,2-Jan,Pack Tactics,Monster Manual
"NPC, Transmuter",Medium,humanoid (any race),ANY,12,40,30 ft.,9,14,11,17,12,11,"Int, Wis","Arcana, History",,,,,,Any,5,"Normal Spellcasting, Transmuter's Stone",Volo's Guide to Monsters
"NPC, Tribal Warrior",Medium,humanoid,ANY,12,11,30 ft.,13,11,12,8,11,8,,,,,,,,Any,8-Jan,Pack Tactics,Monster Manual
"NPC, Veteran",Medium,humanoid,ANY,17,58,30 ft.,16,13,14,10,11,10,,"Athletics, Perception",,,,,,Any,3,,Monster Manual
"NPC, War Priest",Medium,humanoid (any race),ANY,18,117,30 ft.,16,10,14,11,17,13,"Con, Wis","Intimidation, Religion",,,,,,Any,9,Normal Spellcasting,Volo's Guide to Monsters
"NPC, Warlock of the Archfey",Medium,humanoid (any race),ANY,11,49,30 ft.,9,13,11,11,12,18,"Wis, Cha","Arcana, Deception, nature, Persuasion",,,,charmed,,Any,4,"Innate Spellcasting, Normal Spellcasting",Volo's Guide to Monsters
"NPC, Warlock of the Fiend",Medium,humanoid (any race),ANY,12,78,30 ft.,10,14,15,12,12,18,"Wis, Cha","Arcana, Deception, Persuasion, Religion",,"nonmagical, nonsilvered",,,Darkvision 60,Any,7,"Innate SPellcasting, Normal Spellcasting, Dark One's Own Luck",Volo's Guide to Monsters
"NPC, Warlock of the Great Old One",Medium,humanoid (any race),ANY,12,91,30 ft.,9,14,15,12,12,18,"Wis, Cha","Arcana, History",,psychic,,,Darkvision 60,"Any, telepathy 30",6,"Innate Spellcasting, Normal Spellcasting, Whispering Aura",Volo's Guide to Monsters
"NPC, Warlord",Medium,humanoid (any race),ANY,18,229,30 ft.,20,16,18,12,12,18,"Str, Dex, Con","Athletics, Intimidation, Perception, Persuasion",,,,,,Any,12,"Indomitable, Survivor",Volo's Guide to Monsters
Oblex Spawn,Tiny,ooze,lawful evil,13,18,20 ft.,8,16,15,14,11,10,"Int, Cha",,,,,"blinded, charmed, deafened, exhaustion, prone",Blindsight 60,,4-Jan,"Amorphous, Aversion to Fire",Mordenkainen's Tome of Foes
"Oblex, Adult",Medium,ooze,lawful evil,14,75,20 ft.,8,19,16,19,12,15,"Int, Cha","Deception, Perception, Arcana, History, Nature, Religion",,,,"blinded, charmed, deafened, exhaustion, prone",Blindsight 60,"Common, Any",5,"Amorphous, Aversion to Fire, Innate Spellcasting, Sulfurous Impersonation",Mordenkainen's Tome of Foes
"Oblex, Elder",Huge,ooze,lawful evil,16,115,20 ft.,15,16,21,22,13,18,"Int, Cha","Arcana, Deception, History, Nature, Perception, Religion",,,,"blinded, charmed, deafened, exhaustion, prone",Blindsight 60,"Common, Any",10,"Amorphous, Aversion to Fire, Innate Spellcasting, Sulfurous Impersonation",Mordenkainen's Tome of Foes
Ogre,Large,giant,chotic evil,11,59,40 ft.,19,8,16,5,7,7,,,,,,,Darkvision 60,"Common, Giant",2,,Monster Manual
Ogre Battering Ram,Large,giant,chotic evil,14,59,40 ft.,19,8,16,5,7,7,,,,,,,Darkvision 60,"Common, Giant",4,Siege Monster,Mordenkainen's Tome of Foes
Ogre Bolt Launcher,Large,giant,chotic evil,13,59,40 ft.,19,12,16,5,7,7,,,,,,,Darkvision 60,"Common, Giant",2,,Mordenkainen's Tome of Foes
Ogre Chain Brute,Large,giant,chotic evil,11,59,40 ft.,19,8,16,5,7,7,,,,,,,Darkvision 60,"Common, Giant",3,,Mordenkainen's Tome of Foes
Ogre Howdah,Large,giant,chotic evil,13,59,40 ft.,19,8,16,5,7,7,,,,,,,Darkvision 60,"Common, Giant",2,Howdah,Mordenkainen's Tome of Foes
"Ogre, Half",Large,giant,ANY CHAOTIC,12,30,30 ft.,17,10,14,7,9,10,,,,,,,Darkvision 60,"Common, Giant",1,,Monster Manual
Oni,Large,giant,lawful evil,16,110,"30 ft., fly 30 ft.",19,11,16,14,12,15,"Dex, Con, Wis, Cha","Arcana, Deception, Perception",,,,,Darkvision 60,"Common, Giant",7,"Innate Spellcasting, Magic Weapons, Regeneration",Monster Manual
Ooze Master,Huge,undead,lawful evil,9,138,"30 ft., climb 30 ft.",16,1,20,17,10,16,"Int, Wis","Arcana, Insight",,"lightning, necrotic, nonmagical","acid, cold, poison","blinded, charmed, deafened, exhaustion, frightened, paralyzed, poisoned, prone",Blindsight 120,"Common, Primordial, Thayan",10,"Corrosive Form, Instinctive Attack, Normal Spellcasting, Spider Climb",Tales from the Yawning Portal
"Ooze, Black Pudding",Large,ooze,unaligned,7,85,"20 ft., climb 20 ft.",16,5,16,1,6,1,,,,,"acid, cold, lightning, slashing","blinded, charmed, deafened, exhaustion, frightened, prone",Blindsight 60,,4,"Amorphous, Corrosive Form, Spider Climb",Monster Manual
"Ooze, Gelatinous Cube",Large,ooze,unaligned,6,84,15 ft.,14,3,20,1,6,1,,,,,,"blinded, charmed, deafened, exhaustion, frightened, prone",Blindsight 60,,2,"Ooze Cube, Transparent",Monster Manual
"Ooze, Gray",Medium,ooze,unaligned,8,22,"10 ft., climb 10 ft.",12,6,16,1,6,2,,Stealth,,"acid, cold, fire",,"blinded, charmed, deafened, exhaustion, frightened, prone",Blindsight 60,,2-Jan,"Amorphous, Corrode Metal, False Appearance",Monster Manual
"Ooze, Ochre Jelly",Large,ooze,unaligned,8,45,"10 ft., climb 10 ft.",15,6,14,2,6,1,,,,acid,"lightning, slashing","blinded, charmed, deafened, exhaustion, frightened, prone",Blindsight 60,,2,"Amorphous, Spider Climb",Monster Manual
Orc,Medium,humanoid,chotic evil,13,15,30 ft.,16,12,16,7,11,10,,Intimidation,,,,,Darkvision 60,"Common, Orc",2-Jan,Aggressive,Monster Manual
Orc Blade of Ilneval,Medium,humanoid (orc),chotic evil,18,60,30 ft.,17,11,17,10,12,14,Wis,"Perception, Insight, Intimidation",,,,,Darkvision 60,"Common, Orc",4,"Aggressive, Foe Smiter of Ilneval",Volo's Guide to Monsters
Orc Claw of Luthic,Medium,humanoid (orc),chotic evil,14,45,30 ft.,14,15,16,10,15,11,,"Intimidation, Medicine, Survival",,,,,Darkvision 60,"COmmon, Orc",2,"Aggressive, Normal Spellcasting",Volo's Guide to Monsters
Orc Eye of Gruumsh,Medium,humanoid,chotic evil,16,45,30 ft.,16,12,16,9,13,12,,"Intimidation, Religion",,,,,Darkvision 60,"Common, Orc",2,"Aggressive, Gruumsh's Fury, Normal Spellcasting",Monster Manual
Orc Hand of Yurtrus,Medium,humanoid (orc),chotic evil,12,30,30 ft.,12,11,16,11,14,9,,"Arcana, Intimidation, Medicine, Religion",,,,,Darkvision 60,"Common, Orc",2,"Aggressive, Normal Spellcasting",Volo's Guide to Monsters
Orc Nurtured One of Yurtrus,Medium,humanoid (orc),chotic evil,9,30,30 ft.,15,8,16,7,11,7,,,,,,,Darkvision 60,"Common, Orc",2-Jan,"Aggressive, Corrupted Carrier, Nurtured One of Yurtrus",Volo's Guide to Monsters
Orc Red Fang of Shargaas,Medium,humanoid (orc),chotic evil,15,52,30 ft.,11,16,15,9,11,9,,"Intimidation, Perception, Stealth",,,,,Darkvision 60,"Common, Orc",3,"Cunning Action, Hand of Shargaas, Shargaas' Sight, Slayer",Volo's Guide to Monsters
Orc War Chief,Medium,humanoid,chotic evil,16,93,30 ft.,18,12,18,11,11,16,"Str, Con, Wis",Intimidation,,,,,Darkvision 60,"Common, Orc",4,"Aggressive, Gruumsh's Fury",Monster Manual
"Orc, Orog",Medium,humanoid,chotic evil,18,42,30 ft.,18,12,18,12,11,12,,"Intimidation, Survival",,,,,Darkvision 60,"Common, Orc",2,Aggressive,Monster Manual
"Orc, Tanarukk",Medium,"fiend (demon,orc)",chotic evil,14,95,30 ft.,18,13,20,9,9,9,,"Intimidation, Perception",,"fire, poison",,,Darkvision 60,"Abyssal, Common, Orc",5,"Aggressive, Magic Resistance",Volo's Guide to Monsters
Otyugh,Large,aberration,neutral,14,114,30 ft.,16,11,19,6,13,6,Con,,,,,,Darkvision 120,Own,5,Limited Telepathy,Monster Manual
Owlbear,Large,monstrosity,unaligned,13,59,40 ft.,20,12,17,3,12,7,,Perception,,,,,Darkvision 60,,3,"Keen Sight, Keen Smell",Monster Manual
Pegasus,Large,celestial,chaotic good,12,59,"60 ft., fly 90 ft.",18,15,16,10,15,13,"Dex, Wis, Cha",Perception,,,,,,"Celestial, Common, Elvish, Sylvan",2,,Monster Manual
Peryton,Medium,monstrosity,chotic evil,13,33,"20 ft., fly 60 ft.",16,12,13,9,12,10,,Perception,,nonmagical,,,,"Common, Elvish",2,"Dive Attack, Flyby, Keen Sight, Keen Smell",Monster Manual
Phantom Warrior,Medium,undead,ANY,16,45,30 ft.,16,11,16,8,10,15,,"Perception, Stealth",,nonmagical,"cold, necrotic, poison",,Darkvision 60,Any,3,"Ethereal Sight, Incorporeal Movement, Spectral Armor and Shield",Curse of Strahd
Piercer,Medium,monstrosity,unaligned,15,22,"5 ft., climb 5 ft.",10,13,16,1,7,3,,Stealth,,,,,"Blindsight 30, darkvision 60",,2-Jan,"False Appearance, Spider Climb",Monster Manual
Pixie,Tiny,fey,neutral good,15,1,"10 ft., fly 30 ft.",2,20,8,10,14,15,,"Perception, Stealth",,,,,,Sylvan,4-Jan,"Magic Resistance, Innate Spellcasting (Psionics)",Monster Manual
"Prince of Apocalypse, Imix",Huge,elemental,neutral evil,17,325,"50 ft., fly 50 ft.",19,24,22,15,16,23,"Dex, Con, Cha",,,nonmagical,"fire, poison","charmed, frightened, paralyzed, petrified, poisoned, prone, restrained",Blindsight 120,"Common, Ignan",19,"Empowered Attacks, Fire Aura, Fire Form, Illumination, Legendary Resistance, Innate Spellcasting, Magic Resistance, Lair",Princes of the Apocalypse
"Prince of Apocalypse, Ogremoch",Gargantuan,elemental,neutral evil,20,526,"50 ft., burrow 50 ft.",26,11,28,11,15,22,"Str, Con, Wis",,,nonmagical,poison,"charmed, frightened, paralyzed, petrified, poisoned, prone","Blindsight 120, tremorsense 120","Common, Terran",20,"Empowered Attacks, Innate Spellcasting, Legendary Resistance, Magic Resistance, Siege Monster, Lair",Princes of the Apocalypse
"Prince of Apocalypse, Olhydra",Huge,elemental,neutral evil,18,324,"50 ft., swim 100 ft.",21,22,24,17,18,23,"Str, Con, Wis",,,"lightning, nonmagical","acid, cold, poison","charmed, frightened, paralyzed, petrified, poisoned, prone, restrained",Blindsight 120,Aquan,18,"Empowered Attacks, Innate Spellcasting, Legendary Resistance, Water Form, Lair",Princes of the Apocalypse
"Prince of Apocalypse, Yan-C-BIn",Huge,elemental,neutral evil,22,283,"50 ft., fly 150 ft.",18,24,24,16,21,23,"Dex, Wis, Cha",,,"cold, fire, nonmagical","lightning, poison, thunder","charmed, frightened, paralyzed, petrified, poisoned, prone, restrained",Blindsight 120,Auran,18,"Air Form, Empowered Attacks, Innate Spellcasting, Legendary Resistance, Magic Resistance, Lair",Princes of the Apocalypse
Pseudodragon,Tiny,dragon,neutral good,13,7,"15 ft., fly 60 ft.",6,15,13,10,12,10,,"Perception, Stealth",,,,,"Blindsight 10, darkvision 60","Common, Draconic",4-Jan,"Keen Senses, Magic Resistance, Limited Telepathy",Monster Manual
Pterafolk,Large,monstrosity,neutral evil,12,26,"30 ft., fly 50 ft.",15,13,12,9,10,11,,"Perception, Survival",,,,,,Common,1,Terror Dive,Tomb of Annihilation
Purple Worm,Gargantuan,monstrosity,unaligned,18,247,"50 ft., burrow 30 ft.",28,7,22,1,8,4,"Con, Wis",,,,,,"Blindsight 30, tremorsense 60",,15,Tunneler,Monster Manual
"Purple Worm, Wormling",Large,monstrosity,unaligned,12,42,20 ft.,16,7,16,1,6,2,,,,,,,"Blindsight 30, tremorsense 30",,2,,Storm King's Thunder
Quaggoth,Medium,humanoid,chaotic neutral,13,45,"30 ft., climb 30 ft.",17,12,16,6,12,7,,Athletics,,,poison,poisoned,Darkvision 120,Undercommon,2,Wounded Fury,Monster Manual
Quickling,Tiny,fey,chotic evil,16,10,120 ft.,4,23,13,10,12,7,,"Acrobatics, Sleight of Hand, Stealth, Perception",,,,,Darkvision 60,"Common, Sylvan",1,"Blurred Movement, Evasion",Volo's Guide to Monsters
Rakshasa,Medium,fiend,lawful evil,16,110,40 ft.,14,17,18,13,16,20,,"Deception, Insight",magicalpiercing,nonmagical,,,Darkvision 60,"Common, Infernal",13,"Limited Magic Immunity, Innate Spellcasting",Monster Manual
Redcap,Small,fey,chotic evil,13,45,25 ft.,18,13,18,10,12,9,,"Athletics, Perception",,,,,Darkvision 60,"Common, Sylvan",3,"Iron Boots, Outsize Strength",Volo's Guide to Monsters
Remorhaz,Huge,monstrosity,unaligned,17,195,"30 ft., burrow 20 ft.",24,13,21,4,10,5,,,,,"cold, fire",,"Darkvision 60, tremorsense 60",,11,Heated Body,Monster Manual
"Remorhaz, Young",Large,monstrosity,unaligned,14,93,"30 ft., burrow 20 ft.",18,13,17,3,10,4,,,,,"cold, fire",,"Darkvision 60, tremorsense 60",,5,Heated Body,Monster Manual
Retriever,Large,construct,lawful evil,19,210,"40 ft., climb 40 ft.",22,16,20,3,11,4,"Dex, Con, Wis","Perception, Stealth",,,"necrotic, poison, nonmagical, nonadamantine","charmed, exhaustion, frightened, paralyzed, poisoned","Blindsight 30, darkvision 60","Abyssal, Elvish, Undercommon",14,"Faultless Tracker, Innate Spellcasting",Mordenkainen's Tome of Foes
Revenant,Medium,undead,neutral,13,136,30 ft.,18,14,18,13,16,18,"Str, Con, Wis, Cha",,,"necrotic, psychic",poison,"charmed, exhaustion, frightened, paralyzed, poisoned, stunned",Darkvision 60,Any,5,"Regeneration, Rejuvenation, Turn Immunity, Vengeful Tracker",Monster Manual
Roc,Gargantuan,monstrosity,unaligned,15,248,"20 ft., fly 120 ft.",28,10,20,3,10,9,"Dex, Con, Wis, Cha",Perception,,,,,,,11,Keen Sight,Monster Manual
Roper,Large,monstrosity,neutral evil,20,93,"10 ft., climb 10 ft.",18,8,17,7,16,6,,"Perception, Stealth",,,,,Darkvision 60,,5,"False Appearance, Grasping Tendrils, Spider Climb",Monster Manual
Rust Monster,Medium,monstrosity,unaligned,14,27,40 ft.,13,12,13,2,13,6,,,,,,,Darkvision 60,,2-Jan,"Iron Scent, Rust Metal",Monster Manual
Sahuagin,Medium,humanoid,lawful evil,12,22,"30 ft., swim 40 ft.",13,11,12,12,13,9,,Perception,,,,,Darkvision 120,Own,2-Jan,"Blood Frenzy, Limited Amphibious, Shark Telepathy",Monster Manual
Sahuagin Baron,Large,humanoid,lawful evil,16,76,"30 ft., swim 50 ft.",19,15,16,14,13,17,"Dex, Con, Int, Wis",Perception,,,,,Darkvision 120,Own,5,"Blood Frenzy, Limited Amphibious, Shark Telepathy",Monster Manual
Sahuagin Priestess,Medium,humanoid,lawful evil,12,33,"30 ft., swim 40 ft.",13,11,12,12,14,13,,"Perception, Religion",,,,,Darkvision 120,Own,2,"Blood Frenzy, Limited Amphibious, Shark Telepathy, Normal Spellcasting",Monster Manual
Salamander,Large,elemental,neutral evil,15,90,30 ft.,18,14,15,11,10,12,,,cold,nonmagical,fire,,Darkvision 60,Ignan,5,Heated Body,Monster Manual
"Salamander, Fire Snake",Medium,elemental,neutral evil,14,22,30 ft.,12,14,11,7,10,8,,,cold,nonmagical,fire,,Darkvision 60,Ignan,1,"Heated Body, Heated Weapons",Monster Manual
"Salamander, Frost",Huge,elemental,unaligned,17,168,"60 ft., burrow 40 ft., climb 40 ft.",20,12,18,7,11,7,"Con, Wis",Perception,fire,,cold,,"Darkvision 60, tremorsense 60",Primordial,9,Burning Fury,Mordenkainen's Tome of Foes
Satyr,Medium,fey,chaotic neutral,14,31,40 ft.,12,16,11,12,10,14,,"Perception, Performance, Stealth",,,,,,"Common, Elvish, Sylvan",2-Jan,Magic Resistance,Monster Manual
Scarecrow,Medium,construct,chotic evil,11,36,30 ft.,11,13,11,10,10,13,,,fire,nonmagical,poison,"charmed, exhaustion, frightened, paralyzed, poisoned, unconscious",Darkvision 60,Creator,1,False Appearance,Monster Manual
Sea Lion,Large,monstrosity,unaligned,15,90,"10 ft., swim 40 ft.",17,15,15,3,12,8,,"Perception, Stealth",,,,,,,5,"Amphibious, Keen Smell, Pack Tactics, Swimming Leap",Tales from the Yawning Portal
Sea Spawn,Medium,humanoid,neutral evil,11,32,"20 ft., swim 30 ft.",15,8,15,6,10,8,,,,,,,Darkvision 120,"Aquan, Common",1,Limited Amphibiousness,Volo's Guide to Monsters
Shadar-Kai Gloom Weaver,Medium,humanoid (elf),neutral,14,104,30 ft.,11,18,14,15,12,18,"Dex, Con",,,,necrotic,"charmed, exhaustion",Darkvision 60,"Common, Elvish",9,"Burden of Time, Fey Ancestry, Innate Spellcasting, Normal Spellcasting",Mordenkainen's Tome of Foes
Shadar-Kai Shadow Dancer,Medium,humanoid (elf),neutral,15,71,30 ft.,12,16,13,11,12,12,"Dex, Cha",Stealth,,,necrotic,"charmed, exhaustion",Darkvision 60,"Common, Elvish",7,"Fey Ancestry, Shadow Jump",Mordenkainen's Tome of Foes
Shadar-Kai Soul Monger,Medium,humanoid (elf),neutral,15,123,30 ft.,8,17,14,19,15,13,"Dex, Wis, Cha",Perception,,,"necrotic, psychic","charmed, exhaustion, frightened",Darkvision 60,"Common, Elvish",11,"Fey Ancestry, Innate Spellcasting, Magic Resistance, Soul Thirst, Weight of Ages",Mordenkainen's Tome of Foes
Shadow,Medium,undead,chotic evil,12,16,40 ft.,6,14,13,6,10,8,,Stealth,radiant,"acid, cold, fire, lightning, thunder, nonmagical","necrotic, poison","exhaustion, frightened, grappled, paralyzed, petrified, poisoned, prone, restrained",Darkvision 60,,2-Jan,"Amorphous, Shadow Stealth, Sunlight Weakness",Monster Manual
Shadow Dragon Template,VARIES,dragon,chotic evil,18,TEMP,TEMP ft.,23,10,21,14,11,19,Temp,TEMP,,,,,TEMp,TEMp,13,TEMP,Monster Manual
Shadow Mastiff,Medium,monstrosity,neutral evil,12,33,40 ft.,16,14,13,5,12,5,,"Perception, Stealth",,"nonmagical, darkness",,,Darkvision 60,,2,"Ethereal Awareness, Keen Hearing, Keen Smell, Shadow Blend, Sunlight Weakness",Volo's Guide to Monsters
Shadow Mastiff Alpha,Medium,monstrosity,neutral evil,12,48,40 ft.,16,14,13,6,12,5,,"Perception, Stealth",,"nonmagical, darkness",,,Darkvision 60,,2,"Ethereal Awareness, Keen Hearing, Keen Smell, Shadow Blend, Sunlight Weakness",Volo's Guide to Monsters
Shambling Mound,Large,plant,unaligned,15,136,"20 ft., swim 20 ft.",18,8,16,5,10,5,,Stealth,,"cold, fire",lightning,"blinded, deafened, exhaustion",Blindsight 60,,5,Lightning Absorption,Monster Manual
Shield Guardian,Large,construct,unaligned,17,142,30 ft.,18,8,18,7,1,,,,,,poison,"charmed, exhaustion, frightened, paralyzed, poisoned","Blindsight 10, darkvision 60",Any,7,"Bound, Regeneration, Spell Storing",Monster Manual
Siren,Medium,fey,chaotic good,14,38,"30 ft., swim 30 ft.",10,18,12,13,14,16,,"Medicine, Nature, Stealth, Survival",,,,,Darkvision 60,"Common, Elvish, Sylvan",3,"Amphibious, INnate Spellcasting, Magic Resistance",Tales from the Yawning Portal
Skeleton,Medium,undead,lawful evil,13,13,30 ft.,10,14,15,6,8,5,,,bludgeoning,,poison,"exhaustion, poisoned",Darkvision 60,Any,4-Jan,,Monster Manual
